BINOMIAL,AOH_name,is.migratory,excluded,Order_,F2019_Iucn_Red_List_Category,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Patagioenas albilinea,Patagioenas_albilinea,no,no,COLUMBIFORMES,LC,0.256522606062887,0,0,No
Patagioenas albipennis,Patagioenas_albipennis,no,no,COLUMBIFORMES,LC,0.551949785976465,0,0,No
Oreotrochilus stolzmanni,Oreotrochilus_stolzmanni,no,no,CAPRIMULGIFORMES,LC,0.290339428286838,0,0,No
Ortalis canicollis,Ortalis_canicollis,no,no,GALLIFORMES,LC,0.726444745223669,0.931034482758621,87,Yes
Otus angelinae,Otus_angelinae,no,no,STRIGIFORMES,VU,0.504549614090472,0,0,No
Ortalis leucogastra,Ortalis_leucogastra,no,no,GALLIFORMES,LC,0.933138427443166,0.96078431372549,51,Yes
Ortalis motmot,Ortalis_motmot,no,no,GALLIFORMES,LC,0.887460645510173,0.884615384615385,26,Yes
Pavo cristatus,Pavo_cristatus,no,no,GALLIFORMES,LC,0.930001420106396,0.980878552971576,1935,Yes
Ortalis poliocephala,Ortalis_poliocephala,no,no,GALLIFORMES,LC,0.645138448527371,0.907894736842105,76,Yes
Ortalis ruficauda,Ortalis_ruficauda,no,no,GALLIFORMES,LC,0.602310518207124,0.952380952380952,126,Yes
Ortalis superciliaris,Ortalis_superciliaris,no,no,GALLIFORMES,LC,0.745741337890746,0,0,No
Ortalis garrula,Ortalis_garrula,no,no,GALLIFORMES,LC,0.460273578757448,0.870967741935484,31,Yes
Ortalis wagleri,Ortalis_wagleri,no,no,GALLIFORMES,LC,0.795841827248766,0.980392156862745,51,Yes
Otus collari,Otus_collari,no,no,STRIGIFORMES,LC,0.702073789606849,0,0,No
Ortyxelos meiffrenii,Ortyxelos_meiffrenii,yes,no,CHARADRIIFORMES,LC,0.982024034270831,0,0,No
Otidiphaps cervicalis,Otidiphaps_cervicalis,no,no,COLUMBIFORMES,LC,0.888935284091037,0,0,No
Otus enganensis,Otus_enganensis,no,no,STRIGIFORMES,NT,0.930171310633045,0,0,No
Otus everetti,Otus_everetti,no,no,STRIGIFORMES,LC,0.855188774614555,1,12,Yes
Otus feae,Otus_feae,no,no,STRIGIFORMES,CR,0.8051169630367,0,0,No
Otus fuliginosus,Otus_fuliginosus,no,no,STRIGIFORMES,NT,0.654566772181265,0,0,No
Otus gurneyi,Otus_gurneyi,no,no,STRIGIFORMES,VU,0.849431352605349,1,11,Yes
Otidiphaps insularis,Otidiphaps_insularis,no,no,COLUMBIFORMES,EN,0.968597161894715,0,0,No
Otidiphaps nobilis,Otidiphaps_nobilis,no,no,COLUMBIFORMES,LC,0.978852667794255,0,0,No
Otis tarda,Otis_tarda,yes,no,OTIDIFORMES,VU,0.661282819819541,0.99492385786802,197,Yes
Otus hartlaubi,Otus_hartlaubi,no,no,STRIGIFORMES,VU,0.956778772498911,0,0,No
Otus icterorhynchus,Otus_icterorhynchus,no,no,STRIGIFORMES,LC,0.934591798678282,0,0,No
Otus bakkamoena,Otus_bakkamoena,no,no,STRIGIFORMES,LC,0.194145548268459,0.94949494949495,198,Yes
Otus balli,Otus_balli,no,no,STRIGIFORMES,LC,0.895667142273359,0,0,No
Otus jolandae,Otus_jolandae,no,no,STRIGIFORMES,NT,0.743303974878533,0,0,No
Otus lempiji,Otus_lempiji,no,no,STRIGIFORMES,LC,0.911533918710818,1,15,Yes
Otus lettia,Otus_lettia,no,no,STRIGIFORMES,LC,0.662379598073216,1,188,Yes
Otus longicornis,Otus_longicornis,no,no,STRIGIFORMES,NT,0.823047631665651,0,0,No
Otus magicus,Otus_magicus,no,no,STRIGIFORMES,LC,0.854816688655723,1,12,Yes
Otus beccarii,Otus_beccarii,no,no,STRIGIFORMES,VU,0.821002514681552,0,0,No
Otus brucei,Otus_brucei,yes,no,STRIGIFORMES,LC,0.609136647081524,1,11,Yes
Otus capnodes,Otus_capnodes,no,no,STRIGIFORMES,EN,0.790303358779048,0,0,No
Otus manadensis,Otus_manadensis,no,no,STRIGIFORMES,LC,0.889922750637102,0,0,No
Otus mantananensis,Otus_mantananensis,no,no,STRIGIFORMES,NT,0.894198304914848,0,0,No
Otus mayottensis,Otus_mayottensis,no,no,STRIGIFORMES,LC,0.910289919550667,0,0,No
Otus megalotis,Otus_megalotis,no,no,STRIGIFORMES,LC,0.65118965842522,0,0,No
Otus mindorensis,Otus_mindorensis,no,no,STRIGIFORMES,NT,0.821244228980906,0,0,No
Otus mendeni,Otus_mendeni,no,no,STRIGIFORMES,VU,0.967299541736467,0,0,No
Otus mentawi,Otus_mentawi,no,no,STRIGIFORMES,NT,0.977937630939697,0,0,No
Otus socotranus,Otus_socotranus,no,no,STRIGIFORMES,LC,0.54627732930205,0,0,No
Otus spilocephalus,Otus_spilocephalus,no,no,STRIGIFORMES,LC,0.740968000933409,0.98974358974359,195,Yes
Otus sulaensis,Otus_sulaensis,no,no,STRIGIFORMES,NT,0.973483875434965,0,0,No
Otus sunia,Otus_sunia,yes,no,STRIGIFORMES,LC,0.767091294183711,0.278350515463918,97,Yes
Pelecanoides urinatrix,Pelecanoides_urinatrix,yes,no,PROCELLARIIFORMES,LC,0.471950450798658,0.384615384615385,13,Yes
Otus mirus,Otus_mirus,no,no,STRIGIFORMES,NT,0.317713984283383,0,0,No
Otus umbra,Otus_umbra,no,no,STRIGIFORMES,NT,0.983050901140157,0,0,No
Otus pembaensis,Otus_pembaensis,no,no,STRIGIFORMES,VU,0.871046512432833,0,0,No
Otus rufescens,Otus_rufescens,no,no,STRIGIFORMES,NT,0.792924294077539,0,0,No
Otus rutilus,Otus_rutilus,no,no,STRIGIFORMES,LC,0.375217092095948,0,0,No
Otus sagittatus,Otus_sagittatus,no,no,STRIGIFORMES,VU,0.839395583780297,0,0,No
Otus semitorques,Otus_semitorques,no,no,STRIGIFORMES,LC,0.50091782680794,0,0,No
Otus senegalensis,Otus_senegalensis,no,no,STRIGIFORMES,LC,0.674007428090449,0.984126984126984,63,Yes
Otus tempestatis,Otus_tempestatis,no,no,STRIGIFORMES,LC,0.863243779424849,0,0,No
Otus thilohoffmanni,Otus_thilohoffmanni,no,no,STRIGIFORMES,EN,0.755508551184962,0,0,No
Pelecanus conspicillatus,Pelecanus_conspicillatus,yes,no,PELECANIFORMES,LC,0.0569985142160742,0.647776183644189,1394,Yes
Pelecanus crispus,Pelecanus_crispus,yes,no,PELECANIFORMES,NT,0.218975206211264,0.909836065573771,122,Yes
Pelecanus erythrorhynchos,Pelecanus_erythrorhynchos,yes,no,PELECANIFORMES,LC,0.242284690172735,0.763451130213308,3141,Yes
Peliperdix albogularis,Peliperdix_albogularis,no,no,GALLIFORMES,LC,0.591185008928826,0,0,No
Peliperdix coqui,Peliperdix_coqui,no,no,GALLIFORMES,LC,0.978235807588432,0,0,No
Peliperdix lathami,Peliperdix_lathami,no,no,GALLIFORMES,LC,0.889156907408188,0,0,No
Oxyura maccoa,Oxyura_maccoa,no,no,ANSERIFORMES,VU,0.148565610039699,0.769230769230769,13,Yes
Panterpe insignis,Panterpe_insignis,no,no,CAPRIMULGIFORMES,LC,0.967131214428786,1,62,Yes
Panyptila cayennensis,Panyptila_cayennensis,no,no,CAPRIMULGIFORMES,LC,0.807557088139115,0.890688259109312,247,Yes
Panyptila sanctihieronymi,Panyptila_sanctihieronymi,no,no,CAPRIMULGIFORMES,LC,0.706796427239524,0.857142857142857,14,Yes
Oxyura vittata,Oxyura_vittata,yes,no,ANSERIFORMES,LC,0.235235145414561,0.798387096774194,124,Yes
Pachyptila belcheri,Pachyptila_belcheri,yes,no,PROCELLARIIFORMES,LC,0.264584797593522,0,0,No
Pachyptila crassirostris,Pachyptila_crassirostris,yes,no,PROCELLARIIFORMES,LC,0.105447806513597,0,0,No
Pachyptila desolata,Pachyptila_desolata,yes,no,PROCELLARIIFORMES,LC,0.304475082420924,0,0,No
Pachyptila salvini,Pachyptila_salvini,yes,no,PROCELLARIIFORMES,LC,0.230195486605688,0,0,No
Pardirallus nigricans,Pardirallus_nigricans,no,no,GRUIFORMES,LC,0.0270507289276989,0.114503816793893,131,Yes
Pardirallus sanguinolentus,Pardirallus_sanguinolentus,no,no,GRUIFORMES,LC,0.191960056101826,0.746527777777778,288,Yes
Porphyrio flavirostris,Porphyrio_flavirostris,no,no,GRUIFORMES,LC,0.0537179672985151,0.4,10,Yes
Patagioenas caribaea,Patagioenas_caribaea,no,no,COLUMBIFORMES,VU,0.900644352935933,1,12,Yes
Patagioenas cayennensis,Patagioenas_cayennensis,no,no,COLUMBIFORMES,LC,0.761684145975358,0.867410161090459,1614,Yes
Patagioenas corensis,Patagioenas_corensis,no,no,COLUMBIFORMES,LC,0.575924551474191,0.9375,144,Yes
Patagioenas fasciata,Patagioenas_fasciata,yes,no,COLUMBIFORMES,LC,0.80372743624055,0.986617100371747,2690,Yes
Patagioenas flavirostris,Patagioenas_flavirostris,yes,no,COLUMBIFORMES,LC,0.588057675289425,0.799422799422799,1386,Yes
Petroica pusilla,Petroica_pusilla,no,no,PASSERIFORMES,LC,0.943165511804802,0,0,No
Patagioenas goodsoni,Patagioenas_goodsoni,no,no,COLUMBIFORMES,LC,0.924157939722548,1,18,Yes
Patagioenas inornata,Patagioenas_inornata,no,no,COLUMBIFORMES,NT,0.782699295518445,1,32,Yes
Patagioenas leucocephala,Patagioenas_leucocephala,no,no,COLUMBIFORMES,NT,0.618252345903893,0.832929782082324,413,Yes
Patagioenas maculosa,Patagioenas_maculosa,no,no,COLUMBIFORMES,LC,0.927062765755491,0.854230377166157,981,Yes
Patagioenas nigrirostris,Patagioenas_nigrirostris,no,no,COLUMBIFORMES,LC,0.650111541495858,0.933333333333333,405,Yes
Peliperdix schlegelii,Peliperdix_schlegelii,no,no,GALLIFORMES,LC,0.673759383410925,0,0,No
Patagioenas oenops,Patagioenas_oenops,no,no,COLUMBIFORMES,VU,0.352701667687313,0,0,No
Penelope pileata,Penelope_pileata,no,no,GALLIFORMES,VU,0.882612418704514,0,0,No
Penelope purpurascens,Penelope_purpurascens,no,no,GALLIFORMES,LC,0.669965240385506,0.936893203883495,412,Yes
Penelope superciliaris,Penelope_superciliaris,no,no,GALLIFORMES,LC,0.784298630656897,0.976744186046512,43,Yes
Patagioenas picazuro,Patagioenas_picazuro,no,no,COLUMBIFORMES,LC,0.977796867123444,0.999064983637214,2139,Yes
Penelopides affinis,Penelopides_affinis,no,no,BUCEROTIFORMES,LC,0.850054508737567,0,0,No
Penelopides manillae,Penelopides_manillae,no,no,BUCEROTIFORMES,LC,0.888147614377389,0.928571428571429,14,Yes
Penelopides mindorensis,Penelopides_mindorensis,no,no,BUCEROTIFORMES,EN,0.951297306736429,0,0,No
Urochroa bougueri,Urochroa_bougueri,no,no,CAPRIMULGIFORMES,LC,0.912171857397854,1,27,Yes
Patagioenas plumbea,Patagioenas_plumbea,no,no,COLUMBIFORMES,LC,0.830695955477844,0.978102189781022,274,Yes
Patagioenas speciosa,Patagioenas_speciosa,no,no,COLUMBIFORMES,LC,0.75562863611617,0.932624113475177,282,Yes
Perdix dauurica,Perdix_dauurica,no,no,GALLIFORMES,LC,0.632895918170697,0,0,No
Vanellus chilensis,Vanellus_chilensis,no,no,CHARADRIIFORMES,LC,0.312813112808472,0.842837273991655,5033,Yes
Vanellus cinereus,Vanellus_cinereus,yes,no,CHARADRIIFORMES,LC,0.396369537090704,0.90625,96,Yes
Patagioenas squamosa,Patagioenas_squamosa,no,no,COLUMBIFORMES,LC,0.653709307793285,0.959100204498977,489,Yes
Patagioenas subvinacea,Patagioenas_subvinacea,no,no,COLUMBIFORMES,VU,0.875948959627226,0.970873786407767,309,Yes
Patagona gigas,Patagona_gigas,yes,no,CAPRIMULGIFORMES,LC,0.967870819382059,0.992957746478873,284,Yes
Vanellus coronatus,Vanellus_coronatus,no,no,CHARADRIIFORMES,LC,0.900679892575648,1,183,Yes
Penelope albipennis,Penelope_albipennis,no,no,GALLIFORMES,EN,0.382459087089981,0,0,No
Pauxi pauxi,Pauxi_pauxi,no,no,GALLIFORMES,EN,0.556148742542846,0,0,No
Vanellus crassirostris,Vanellus_crassirostris,no,no,CHARADRIIFORMES,LC,0.0776028787085477,0.125,24,Yes
Vanellus duvaucelii,Vanellus_duvaucelii,no,no,CHARADRIIFORMES,NT,0.508925267142075,0.80327868852459,61,Yes
Pavo muticus,Pavo_muticus,no,no,GALLIFORMES,EN,0.953794400913909,1,15,Yes
Pedionomus torquatus,Pedionomus_torquatus,no,no,CHARADRIIFORMES,CR,0.495662941757168,0,0,No
Pelargopsis amauroptera,Pelargopsis_amauroptera,no,no,CORACIIFORMES,NT,0.973128999763059,0,0,No
Pelargopsis capensis,Pelargopsis_capensis,no,no,CORACIIFORMES,LC,0.915531984121271,0.981670061099796,491,Yes
Pelargopsis melanorhyncha,Pelargopsis_melanorhyncha,no,no,CORACIIFORMES,LC,0.861622924325024,0,0,No
Pelecanus onocrotalus,Pelecanus_onocrotalus,yes,no,PELECANIFORMES,LC,0.15713348504303,0.696969696969697,330,Yes
Pelecanus philippensis,Pelecanus_philippensis,yes,no,PELECANIFORMES,NT,0.684702986779136,0.946488294314381,299,Yes
Pelecanus rufescens,Pelecanus_rufescens,no,no,PELECANIFORMES,LC,0.596274535458818,0.978723404255319,94,Yes
Peltohyas australis,Peltohyas_australis,yes,no,CHARADRIIFORMES,LC,0.834159505580786,0,0,No
Penelope barbata,Penelope_barbata,no,no,GALLIFORMES,NT,0.485187185653494,0,0,No
Penelope dabbenei,Penelope_dabbenei,no,no,GALLIFORMES,LC,0.284989754823799,0,0,No
Penelope jacquacu,Penelope_jacquacu,no,no,GALLIFORMES,LC,0.820874100443944,1,85,Yes
Penelope argyrotis,Penelope_argyrotis,no,no,GALLIFORMES,LC,0.356734415854377,0.928571428571429,14,Yes
Penelope montagnii,Penelope_montagnii,no,no,GALLIFORMES,LC,0.635935264412029,0.983471074380165,121,Yes
Penelope obscura,Penelope_obscura,no,no,GALLIFORMES,LC,0.702910420700779,0.975,160,Yes
Phaenicophaeus sumatranus,Phaenicophaeus_sumatranus,no,no,CUCULIFORMES,NT,0.892452592054536,0,0,No
Phaenicophaeus tristis,Phaenicophaeus_tristis,no,no,CUCULIFORMES,LC,0.641397373633763,0.948936170212766,235,Yes
Penelope jacucaca,Penelope_jacucaca,no,no,GALLIFORMES,VU,0.0675272402231674,0,0,No
Penelope marail,Penelope_marail,no,no,GALLIFORMES,LC,0.770878084988506,0,0,No
Penelope ochrogaster,Penelope_ochrogaster,no,no,GALLIFORMES,VU,0.702841863645264,0,0,No
Phaenicophaeus viridirostris,Phaenicophaeus_viridirostris,no,no,CUCULIFORMES,LC,0.408557711922374,0.786069651741294,201,Yes
Penelope perspicax,Penelope_perspicax,no,no,GALLIFORMES,EN,0.431538500535854,0,0,No
Vanellus indicus,Vanellus_indicus,yes,no,CHARADRIIFORMES,LC,0.47956133332629,0.93684500827358,3626,Yes
Vanellus vanellus,Vanellus_vanellus,yes,no,CHARADRIIFORMES,NT,0.464598699684344,0.873942917547569,3784,Yes
Phaethornis aethopygus,Phaethornis_aethopygus,no,no,CAPRIMULGIFORMES,VU,0.875573963083643,0,0,No
Penelopides panini,Penelopides_panini,no,no,BUCEROTIFORMES,EN,0.969999805016558,0,0,No
Penelopina nigra,Penelopina_nigra,no,no,GALLIFORMES,VU,0.629970815078968,1,35,Yes
Perdicula argoondah,Perdicula_argoondah,no,no,GALLIFORMES,LC,0.808689622607798,0.866666666666667,15,Yes
Phaethornis baroni,Phaethornis_baroni,no,no,CAPRIMULGIFORMES,LC,0.696273872651099,0,0,No
Phaethornis eurynome,Phaethornis_eurynome,no,no,CAPRIMULGIFORMES,LC,0.540930805404245,0.976470588235294,85,Yes
Veniliornis affinis,Veniliornis_affinis,no,no,PICIFORMES,LC,0.692780293443663,0,0,No
Perdicula erythrorhyncha,Perdicula_erythrorhyncha,no,no,GALLIFORMES,LC,0.222214543320538,0.769230769230769,13,Yes
Perdicula manipurensis,Perdicula_manipurensis,no,no,GALLIFORMES,EN,0.0368578474284927,0,0,No
Perdix hodgsoniae,Perdix_hodgsoniae,no,no,GALLIFORMES,LC,0.88019094554341,0,0,No
Perdix perdix,Perdix_perdix,no,no,GALLIFORMES,LC,0.541834540922317,0.967136150234742,213,Yes
Pernis apivorus,Pernis_apivorus,yes,no,ACCIPITRIFORMES,LC,0.658251441714257,0.908433734939759,415,Yes
Pernis celebensis,Pernis_celebensis,no,no,ACCIPITRIFORMES,LC,0.87009742546582,0,0,No
Pernis ptilorhynchus,Pernis_ptilorhynchus,yes,no,ACCIPITRIFORMES,LC,0.790092744855884,0.819075712881023,1017,Yes
Pernis steerei,Pernis_steerei,no,no,ACCIPITRIFORMES,LC,0.77737587975138,0,0,No
Petrophassa albipennis,Petrophassa_albipennis,no,no,COLUMBIFORMES,LC,0.521213589163649,0,0,No
Phaethornis guy,Phaethornis_guy,no,no,CAPRIMULGIFORMES,LC,0.793502965327498,0.931034482758621,290,Yes
Veniliornis callonotus,Veniliornis_callonotus,no,no,PICIFORMES,LC,0.725768577715899,0,0,No
Veniliornis cassini,Veniliornis_cassini,no,no,PICIFORMES,LC,0.897087674695453,0,0,No
Veniliornis chocoensis,Veniliornis_chocoensis,no,no,PICIFORMES,NT,0.938555351439801,0,0,No
Veniliornis dignus,Veniliornis_dignus,no,no,PICIFORMES,LC,0.698008117881752,0,0,No
Petrophassa rufipennis,Petrophassa_rufipennis,no,no,COLUMBIFORMES,LC,0.0246286105590882,0,0,No
Pezoporus wallicus,Pezoporus_wallicus,no,no,PSITTACIFORMES,LC,0.948141516298135,0,0,No
Phaenicophaeus curvirostris,Phaenicophaeus_curvirostris,no,no,CUCULIFORMES,LC,0.898273291569186,1,22,Yes
Phaenicophaeus diardi,Phaenicophaeus_diardi,no,no,CUCULIFORMES,NT,0.899775661286598,0,0,No
Phaenicophaeus oeneicaudus,Phaenicophaeus_oeneicaudus,no,no,CUCULIFORMES,LC,0.981633132014122,0,0,No
Phaenicophaeus pyrrhocephalus,Phaenicophaeus_pyrrhocephalus,no,no,CUCULIFORMES,VU,0.828353569155094,0,0,No
Phaethornis anthophilus,Phaethornis_anthophilus,no,no,CAPRIMULGIFORMES,LC,0.574130432212693,0.975,40,Yes
Phaethornis atrimentalis,Phaethornis_atrimentalis,no,no,CAPRIMULGIFORMES,LC,0.885831480041677,0,0,No
Phaethornis griseogularis,Phaethornis_griseogularis,no,no,CAPRIMULGIFORMES,LC,0.0130200047413769,0.0263157894736842,38,Yes
Phaethornis hispidus,Phaethornis_hispidus,no,no,CAPRIMULGIFORMES,LC,0.835690751085456,1,50,Yes
Phaethornis striigularis,Phaethornis_striigularis,no,no,CAPRIMULGIFORMES,LC,0.699152869290506,0.945233265720081,493,Yes
Phaethornis idaliae,Phaethornis_idaliae,no,no,CAPRIMULGIFORMES,LC,0.301163195889059,0,0,No
Phaethornis koepckeae,Phaethornis_koepckeae,no,no,CAPRIMULGIFORMES,NT,0.576640659668579,0,0,No
Phaethornis longirostris,Phaethornis_longirostris,no,no,CAPRIMULGIFORMES,LC,0.640929080815305,0.950859950859951,407,Yes
Phaethornis longuemareus,Phaethornis_longuemareus,no,no,CAPRIMULGIFORMES,LC,0.918487995734388,1,22,Yes
Phaethornis malaris,Phaethornis_malaris,no,no,CAPRIMULGIFORMES,LC,0.911030699549546,0.966666666666667,30,Yes
Phaethornis mexicanus,Phaethornis_mexicanus,no,no,CAPRIMULGIFORMES,LC,0.775830481601191,0,0,No
Phaethornis nattereri,Phaethornis_nattereri,no,no,CAPRIMULGIFORMES,LC,0.626488882283553,0,0,No
Phaethornis stuarti,Phaethornis_stuarti,no,no,CAPRIMULGIFORMES,LC,0.774405756733568,1,12,Yes
Arremon axillaris,Arremon_axillaris,no,no,PASSERIFORMES,LC,0.400144400274472,0,0,No
Phaethornis philippii,Phaethornis_philippii,no,no,CAPRIMULGIFORMES,LC,0.941941631190852,0,0,No
Phaethornis porcullae,Phaethornis_porcullae,no,no,CAPRIMULGIFORMES,LC,0.41952238010311,0,0,No
Phaethornis rupurumii,Phaethornis_rupurumii,no,no,CAPRIMULGIFORMES,LC,0.574402432245564,0,0,No
Phaethornis pretrei,Phaethornis_pretrei,no,no,CAPRIMULGIFORMES,LC,0.65349868561395,0.994475138121547,181,Yes
Phaethornis ruber,Phaethornis_ruber,no,no,CAPRIMULGIFORMES,LC,0.812803626788209,0.992481203007519,133,Yes
Phaethornis squalidus,Phaethornis_squalidus,no,no,CAPRIMULGIFORMES,LC,0.611745482882417,0,0,No
Phaethornis subochraceus,Phaethornis_subochraceus,no,no,CAPRIMULGIFORMES,LC,0.684368367530177,0,0,No
Phaethornis superciliosus,Phaethornis_superciliosus,no,no,CAPRIMULGIFORMES,LC,0.862128610514233,0.967741935483871,31,Yes
Phaetusa simplex,Phaetusa_simplex,no,no,CHARADRIIFORMES,LC,0.0984265108130089,0,0,No
Nannopterum auritus,Nannopterum_auritus,yes,no,SULIFORMES,LC,0.256145738845192,0,0,No
Platycercus eximius,Platycercus_eximius,no,no,PSITTACIFORMES,LC,0.628063839657389,0.950995405819296,1306,Yes
Platycercus icterotis,Platycercus_icterotis,no,no,PSITTACIFORMES,LC,0.886226511014516,0.982758620689655,58,Yes
Platycercus venustus,Platycercus_venustus,no,no,PSITTACIFORMES,LC,0.369950800065033,0.926470588235294,68,Yes
Phaethornis syrmatophorus,Phaethornis_syrmatophorus,no,no,CAPRIMULGIFORMES,LC,0.840215378711688,1,86,Yes
Phaethornis yaruqui,Phaethornis_yaruqui,no,no,CAPRIMULGIFORMES,LC,0.890419565194219,1,35,Yes
Nannopterum brasilianus,Nannopterum_brasilianus,yes,no,SULIFORMES,LC,0.114643846936563,0,0,No
Phasianus colchicus,Phasianus_colchicus,no,no,GALLIFORMES,LC,0.393091847225624,0.879807692307692,208,Yes
Phasianus versicolor,Phasianus_versicolor,no,no,GALLIFORMES,LC,0.79115804792434,0,0,No
Phalacrocorax sulcirostris,Phalacrocorax_sulcirostris,yes,no,SULIFORMES,LC,0.542337035912258,0.98768115942029,1380,Yes
Phalacrocorax varius,Phalacrocorax_varius,no,no,SULIFORMES,LC,0.339049942775809,0.948744769874477,956,Yes
Phalaenoptilus nuttallii,Phalaenoptilus_nuttallii,yes,no,CAPRIMULGIFORMES,LC,0.893747421887107,0.970996216897856,793,Yes
Phalaropus fulicarius,Phalaropus_fulicarius,yes,no,CHARADRIIFORMES,LC,0.150371236211405,0.958333333333333,48,Yes
Plectropterus gambensis,Plectropterus_gambensis,no,no,ANSERIFORMES,LC,0.507702847683171,0.946107784431138,167,Yes
Phalcoboenus albogularis,Phalcoboenus_albogularis,no,no,FALCONIFORMES,LC,0.833830273953861,1,11,Yes
Phalcoboenus australis,Phalcoboenus_australis,no,no,FALCONIFORMES,NT,0.645022546501377,0,0,No
Phalcoboenus carunculatus,Phalcoboenus_carunculatus,no,no,FALCONIFORMES,LC,0.506035255272014,0.977272727272727,44,Yes
Phalcoboenus megalopterus,Phalcoboenus_megalopterus,no,no,FALCONIFORMES,LC,0.397487705920998,0.897260273972603,146,Yes
Phapitreron brunneiceps,Phapitreron_brunneiceps,no,no,COLUMBIFORMES,VU,0.812132495111611,0,0,No
Phapitreron cinereiceps,Phapitreron_cinereiceps,no,no,COLUMBIFORMES,EN,0.0673275074386642,0,0,No
Phapitreron maculipectus,Phapitreron_maculipectus,no,no,COLUMBIFORMES,NT,0.0481641108804592,0,0,No
Phapitreron nigrorum,Phapitreron_nigrorum,no,no,COLUMBIFORMES,LC,0.662024998619243,0,0,No
Phaps chalcoptera,Phaps_chalcoptera,no,no,COLUMBIFORMES,LC,0.991640165646122,1,601,Yes
Phaps elegans,Phaps_elegans,no,no,COLUMBIFORMES,LC,0.471970952460258,1,55,Yes
Phaps histrionica,Phaps_histrionica,no,no,COLUMBIFORMES,LC,0.593751163451181,1,25,Yes
Pharomachrus antisianus,Pharomachrus_antisianus,no,no,TROGONIFORMES,LC,0.389880324783537,1,24,Yes
Pharomachrus auriceps,Pharomachrus_auriceps,no,no,TROGONIFORMES,LC,0.750133308936282,1,93,Yes
Petronia petronia,Petronia_petronia,yes,no,PASSERIFORMES,LC,0.843980137714615,0.99112426035503,676,Yes
Pharomachrus fulgidus,Pharomachrus_fulgidus,no,no,TROGONIFORMES,LC,0.104432669364539,0,0,No
Picoides funebris,Picoides_funebris,no,no,PICIFORMES,LC,0.0874630200605037,0,0,No
Picoides kizuki,Picoides_kizuki,no,no,PICIFORMES,LC,0.698725643835811,0,0,No
Picoides maculatus,Picoides_maculatus,no,no,PICIFORMES,LC,0.208735644674728,0,0,No
Pharomachrus mocinno,Pharomachrus_mocinno,no,no,TROGONIFORMES,NT,0.934136588848865,1,83,Yes
Pharomachrus pavoninus,Pharomachrus_pavoninus,no,no,TROGONIFORMES,LC,0.910366575635461,0,0,No
Picoides moluccensis,Picoides_moluccensis,no,no,PICIFORMES,LC,0.955609415690397,0,0,No
Picoides nanus,Picoides_nanus,no,no,PICIFORMES,LC,0.925426454502772,0,0,No
Phegornis mitchellii,Phegornis_mitchellii,no,no,CHARADRIIFORMES,NT,0.31332008524151,0,0,No
Phigys solitarius,Phigys_solitarius,no,no,PSITTACIFORMES,LC,0.911237515729819,0,0,No
Philortyx fasciatus,Philortyx_fasciatus,no,no,GALLIFORMES,LC,0.308570159337596,0,0,No
Phimosus infuscatus,Phimosus_infuscatus,no,no,PELECANIFORMES,LC,0.164172720440783,0.546875,704,Yes
Phoeniconaias minor,Phoeniconaias_minor,yes,no,PHOENICOPTERIFORMES,NT,0.15869383799318,0.820754716981132,106,Yes
Phlogophilus harterti,Phlogophilus_harterti,no,no,CAPRIMULGIFORMES,NT,0.697185671484112,0,0,No
Phacellodomus ferrugineigula,Phacellodomus_ferrugineigula,no,no,PASSERIFORMES,LC,0.643948355776796,0.928571428571429,28,Yes
Phacellodomus inornatus,Phacellodomus_inornatus,no,no,PASSERIFORMES,LC,0.381606442561581,0,0,No
Phacellodomus rufifrons,Phacellodomus_rufifrons,no,no,PASSERIFORMES,LC,0.693012524518735,0.951923076923077,104,Yes
Phlogophilus hemileucurus,Phlogophilus_hemileucurus,no,no,CAPRIMULGIFORMES,VU,0.584097564106078,0,0,No
Phodilus assimilis,Phodilus_assimilis,no,no,STRIGIFORMES,LC,0.637177774943341,0,0,No
Phoenicoparrus jamesi,Phoenicoparrus_jamesi,yes,no,PHOENICOPTERIFORMES,NT,0.0171432776841541,0.36,25,Yes
Phaeomyias tumbezana,Phaeomyias_tumbezana,no,no,PASSERIFORMES,LC,0.673000225579624,0,0,No
Picoides ramsayi,Picoides_ramsayi,no,no,PICIFORMES,VU,0.966468137284085,0,0,No
Piculus callopterus,Piculus_callopterus,no,no,PICIFORMES,LC,0.622908314545529,0,0,No
Piculus flavigula,Piculus_flavigula,no,no,PICIFORMES,LC,0.859277793365509,0.962962962962963,54,Yes
Piculus leucolaemus,Piculus_leucolaemus,no,no,PICIFORMES,LC,0.860462555859122,1,12,Yes
Piculus litae,Piculus_litae,no,no,PICIFORMES,LC,0.139032866821996,0,0,No
Piculus simplex,Piculus_simplex,no,no,PICIFORMES,LC,0.647087480346622,0.773584905660377,53,Yes
Picumnus fuscus,Picumnus_fuscus,no,no,PICIFORMES,LC,0.698189487062972,0,0,No
Picumnus albosquamatus,Picumnus_albosquamatus,no,no,PICIFORMES,LC,0.587852645445525,0.978260869565217,92,Yes
Picumnus aurifrons,Picumnus_aurifrons,no,no,PICIFORMES,LC,0.864601193862725,1,13,Yes
Picumnus castelnau,Picumnus_castelnau,no,no,PICIFORMES,LC,0.912994827668576,0,0,No
