BINOMIAL,AOH_name,is.migratory,excluded,Order_,F2019_Iucn_Red_List_Category,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Picumnus cinnamomeus,Picumnus_cinnamomeus,no,no,PICIFORMES,LC,0.785082348487477,1,13,Yes
Picumnus cirratus,Picumnus_cirratus,no,no,PICIFORMES,LC,0.616139782831328,0.95475113122172,221,Yes
Picumnus dorbignyanus,Picumnus_dorbignyanus,no,no,PICIFORMES,LC,0.280934522393658,0,0,No
Picumnus exilis,Picumnus_exilis,no,no,PICIFORMES,LC,0.83770980206572,1,22,Yes
Picumnus fulvescens,Picumnus_fulvescens,no,no,PICIFORMES,NT,0.726222433852364,0,0,No
Polytelis swainsonii,Polytelis_swainsonii,yes,no,PSITTACIFORMES,LC,0.201678421652558,0.737864077669903,103,Yes
Picumnus granadensis,Picumnus_granadensis,no,no,PICIFORMES,LC,0.679088276686048,0.967213114754098,61,Yes
Picumnus nebulosus,Picumnus_nebulosus,no,no,PICIFORMES,NT,0.465524494869695,0,0,No
Picumnus nigropunctatus,Picumnus_nigropunctatus,no,no,PICIFORMES,LC,0.857530729483674,0,0,No
Picumnus olivaceus,Picumnus_olivaceus,no,no,PICIFORMES,LC,0.845597668033018,1,154,Yes
Picumnus steindachneri,Picumnus_steindachneri,no,no,PICIFORMES,EN,0.278120828601645,0,0,No
Picumnus subtilis,Picumnus_subtilis,no,no,PICIFORMES,LC,0.681779501354627,0,0,No
Picumnus temminckii,Picumnus_temminckii,no,no,PICIFORMES,LC,0.570676708820102,0.980769230769231,104,Yes
Psilopogon faber,Psilopogon_faber,no,no,PICIFORMES,LC,0.133222023187566,0,0,No
Picumnus pumilus,Picumnus_pumilus,no,no,PICIFORMES,LC,0.944642441004435,0,0,No
Picumnus pygmaeus,Picumnus_pygmaeus,no,no,PICIFORMES,LC,0.716616266752248,0,0,No
Picumnus rufiventris,Picumnus_rufiventris,no,no,PICIFORMES,LC,0.95338084462362,0,0,No
Picumnus varzeae,Picumnus_varzeae,no,no,PICIFORMES,EN,0.810970961740473,0,0,No
Picus canus,Picus_canus,no,no,PICIFORMES,LC,0.520292655030628,0.944444444444444,216,Yes
Picus chlorolophus,Picus_chlorolophus,no,no,PICIFORMES,LC,0.676821507704648,1,158,Yes
Picus dedemi,Picus_dedemi,no,no,PICIFORMES,NT,0.34364211182483,0,0,No
Picus erythropygius,Picus_erythropygius,no,no,PICIFORMES,LC,0.535011318916506,0.857142857142857,14,Yes
Picus guerini,Picus_guerini,no,no,PICIFORMES,LC,0.536086067070133,0,0,No
Picus puniceus,Picus_puniceus,no,no,PICIFORMES,LC,0.918290740608773,0,0,No
Picus rabieri,Picus_rabieri,no,no,PICIFORMES,NT,0.715413927115522,0,0,No
Picus sharpei,Picus_sharpei,no,no,PICIFORMES,NT,0.17784871211334,0.163871951219512,1312,Yes
Psilopogon faiostrictus,Psilopogon_faiostrictus,no,no,PICIFORMES,LC,0.613998978474814,1,24,Yes
Picumnus sclateri,Picumnus_sclateri,no,no,PICIFORMES,LC,0.659147780735913,1,12,Yes
Picumnus squamulatus,Picumnus_squamulatus,no,no,PICIFORMES,LC,0.887159599448858,1,76,Yes
Pionites leucogaster,Pionites_leucogaster,no,no,PSITTACIFORMES,EN,0.796856469523035,1,10,Yes
Picus squamatus,Picus_squamatus,no,no,PICIFORMES,LC,0.607364123734053,0.98,50,Yes
Pionites xanthomerius,Pionites_xanthomerius,no,no,PSITTACIFORMES,LC,0.879452141920747,0,0,No
Picus vaillantii,Picus_vaillantii,no,no,PICIFORMES,LC,0.131413615814757,0.769230769230769,13,Yes
Picus viridanus,Picus_viridanus,no,no,PICIFORMES,LC,0.576318286884525,0,0,No
Picus viridis,Picus_viridis,no,no,PICIFORMES,LC,0.847449528052801,0.98105387803434,1689,Yes
Picus vittatus,Picus_vittatus,no,no,PICIFORMES,LC,0.706987646673863,0.941176470588235,34,Yes
Picus xanthopygaeus,Picus_xanthopygaeus,no,no,PICIFORMES,LC,0.411979115519605,0.973684210526316,38,Yes
Pilherodius pileatus,Pilherodius_pileatus,no,no,PELECANIFORMES,LC,0.0607490198668705,0.511811023622047,127,Yes
Pionus seniloides,Pionus_seniloides,no,no,PSITTACIFORMES,LC,0.253378280067625,0,0,No
Pionus sordidus,Pionus_sordidus,no,no,PSITTACIFORMES,LC,0.752636025823283,1,81,Yes
Pionus tumultuosus,Pionus_tumultuosus,no,no,PSITTACIFORMES,LC,0.201991587306299,0.666666666666667,18,Yes
Pipile cujubi,Pipile_cujubi,no,no,GALLIFORMES,LC,0.516716157466554,0.8125,16,Yes
Pipile cumanensis,Pipile_cumanensis,no,no,GALLIFORMES,LC,0.882678211825112,1,40,Yes
Pipile grayi,Pipile_grayi,no,no,GALLIFORMES,NT,0.805017090610671,0,0,No
Pluvianellus socialis,Pluvianellus_socialis,yes,no,CHARADRIIFORMES,NT,0.418425821006374,0,0,No
Pluvianus aegyptius,Pluvianus_aegyptius,no,no,CHARADRIIFORMES,LC,0.136087101467321,0.909090909090909,11,Yes
Podargus ocellatus,Podargus_ocellatus,no,no,CAPRIMULGIFORMES,LC,0.918750077609006,0,0,No
Platalea ajaja,Platalea_ajaja,yes,no,PELECANIFORMES,LC,0.168823724400636,0.796683489545782,1382,Yes
Podargus papuensis,Podargus_papuensis,no,no,CAPRIMULGIFORMES,LC,0.888564314807542,0,0,No
Podargus strigoides,Podargus_strigoides,no,no,CAPRIMULGIFORMES,LC,0.919861779600386,0,0,No
Podica senegalensis,Podica_senegalensis,no,no,GRUIFORMES,LC,0.856159202158576,1,14,Yes
Platalea alba,Platalea_alba,no,no,PELECANIFORMES,LC,0.142830964734294,0.65359477124183,153,Yes
Platalea flavipes,Platalea_flavipes,yes,no,PELECANIFORMES,LC,0.0790852444969137,0.569306930693069,404,Yes
Platalea regia,Platalea_regia,yes,no,PELECANIFORMES,LC,0.322282225803796,0.949132947976879,865,Yes
Platycercus adscitus,Platycercus_adscitus,no,no,PSITTACIFORMES,LC,0.664681833979581,0.990632318501171,427,Yes
Platycercus caledonicus,Platycercus_caledonicus,no,no,PSITTACIFORMES,LC,0.703764108723651,0.96875,128,Yes
Plegadis chihi,Plegadis_chihi,yes,no,PELECANIFORMES,LC,0.221933203141344,0.743413516609393,1746,Yes
Plegadis ridgwayi,Plegadis_ridgwayi,no,no,PELECANIFORMES,LC,0.0505313493847801,0.575757575757576,132,Yes
Pluvialis apricaria,Pluvialis_apricaria,yes,no,CHARADRIIFORMES,LC,0.485243430316664,0.851807228915663,830,Yes
Pluvialis dominica,Pluvialis_dominica,yes,no,CHARADRIIFORMES,LC,0.448937847491505,0.968421052631579,95,Yes
Podilymbus podiceps,Podilymbus_podiceps,yes,no,PODICIPEDIFORMES,LC,0.196732957214143,0.815018184411324,14023,Yes
Pogoniulus atroflavus,Pogoniulus_atroflavus,no,no,PICIFORMES,LC,0.942214594862752,0,0,No
Podiceps juninensis,Podiceps_juninensis,no,no,PODICIPEDIFORMES,NT,0.0308225201043361,0,0,No
Podiceps major,Podiceps_major,no,no,PODICIPEDIFORMES,LC,0.238276944057407,0.828571428571429,350,Yes
Podiceps occipitalis,Podiceps_occipitalis,yes,no,PODICIPEDIFORMES,LC,0.238062318631086,0.826612903225806,248,Yes
Podiceps taczanowskii,Podiceps_taczanowskii,no,no,PODICIPEDIFORMES,CR,0.954682134984209,0,0,No
Pogonornis rolleti,Pogonornis_rolleti,no,no,PICIFORMES,LC,0.71112923926093,0,0,No
Poicephalus crassus,Poicephalus_crassus,no,no,PSITTACIFORMES,LC,0.94177577708613,0,0,No
Poicephalus flavifrons,Poicephalus_flavifrons,no,no,PSITTACIFORMES,LC,0.395245125495041,0,0,No
Poicephalus meyeri,Poicephalus_meyeri,no,no,PSITTACIFORMES,LC,0.660355017265427,0.972222222222222,72,Yes
Porzana albicollis,Porzana_albicollis,no,no,GRUIFORMES,LC,0.36642091479902,0,0,No
Poicephalus rueppellii,Poicephalus_rueppellii,no,no,PSITTACIFORMES,LC,0.791233267299156,0,0,No
Poicephalus rufiventris,Poicephalus_rufiventris,no,no,PSITTACIFORMES,LC,0.768198785858867,0.846153846153846,13,Yes
Polyonymus caroli,Polyonymus_caroli,no,no,CAPRIMULGIFORMES,LC,0.225536168073917,0,0,No
Polyplectron inopinatum,Polyplectron_inopinatum,no,no,GALLIFORMES,VU,0.515415429314868,0,0,No
Polyplectron germaini,Polyplectron_germaini,no,no,GALLIFORMES,NT,0.718650256035836,0,0,No
Polyplectron katsumatae,Polyplectron_katsumatae,no,no,GALLIFORMES,EN,0.957762463986942,0,0,No
Polyplectron schleiermacheri,Polyplectron_schleiermacheri,no,no,GALLIFORMES,EN,0.958686622063027,0,0,No
Polysticta stelleri,Polysticta_stelleri,yes,no,ANSERIFORMES,VU,0.171870563984546,0.92,25,Yes
Porzana fasciata,Porzana_fasciata,no,no,GRUIFORMES,LC,0.962070068396111,0,0,No
Porzana fluminea,Porzana_fluminea,no,no,GRUIFORMES,LC,0.310881800886443,0.972972972972973,37,Yes
Porzana porzana,Porzana_porzana,yes,no,GRUIFORMES,LC,0.4300668651525,0.867924528301887,53,Yes
Porphyrio hochstetteri,Porphyrio_hochstetteri,no,no,GRUIFORMES,EN,0.772066010207602,0,0,No
Porzana spiloptera,Porzana_spiloptera,no,no,GRUIFORMES,VU,0.801850269189417,0,0,No
Primolius auricollis,Primolius_auricollis,no,no,PSITTACIFORMES,LC,0.783364195711067,0.964285714285714,28,Yes
Porphyrio martinicus,Porphyrio_martinicus,yes,no,GRUIFORMES,LC,0.10780215254767,0,0,No
Primolius maracana,Primolius_maracana,no,no,PSITTACIFORMES,NT,0.607230796674844,0.957142857142857,70,Yes
Prioniturus discurus,Prioniturus_discurus,no,no,PSITTACIFORMES,LC,0.816008388671445,0,0,No
Prioniturus flavicans,Prioniturus_flavicans,no,no,PSITTACIFORMES,NT,0.837505684923723,0,0,No
Prioniturus luconensis,Prioniturus_luconensis,no,no,PSITTACIFORMES,EN,0.292972483314725,0,0,No
Porzana carolina,Porzana_carolina,yes,no,GRUIFORMES,LC,0.196232612018532,0.803718269574544,2797,Yes
Prioniturus verticalis,Prioniturus_verticalis,no,no,PSITTACIFORMES,CR,0.9668120283678,0,0,No
Prioniturus mada,Prioniturus_mada,no,no,PSITTACIFORMES,LC,0.916451156271282,0,0,No
Prioniturus mindorensis,Prioniturus_mindorensis,no,no,PSITTACIFORMES,VU,0.727037957304269,0,0,No
Prioniturus montanus,Prioniturus_montanus,no,no,PSITTACIFORMES,NT,0.802903526113856,0,0,No
Prioniturus platenae,Prioniturus_platenae,no,no,PSITTACIFORMES,VU,0.756957890428963,0,0,No
Prioniturus platurus,Prioniturus_platurus,no,no,PSITTACIFORMES,LC,0.268490392939673,0,0,No
Priotelus temnurus,Priotelus_temnurus,no,no,TROGONIFORMES,LC,0.655807876477245,0.981132075471698,53,Yes
Arremon perijanus,Arremon_perijanus,no,no,PASSERIFORMES,VU,0.485568904341575,0,0,No
Psilopogon corvinus,Psilopogon_corvinus,no,no,PICIFORMES,LC,0.772733011506515,0,0,No
Prioniturus waterstradti,Prioniturus_waterstradti,no,no,PSITTACIFORMES,NT,0.735105856793143,0,0,No
Prodotiscus insignis,Prodotiscus_insignis,no,no,PICIFORMES,LC,0.781239551474048,0,0,No
Prodotiscus regulus,Prodotiscus_regulus,no,no,PICIFORMES,LC,0.97028562980498,0,0,No
Prodotiscus zambesiae,Prodotiscus_zambesiae,no,no,PICIFORMES,LC,0.767571445506268,0,0,No
Arremon phaeopleurus,Arremon_phaeopleurus,no,no,PASSERIFORMES,LC,0.681732679148112,0,0,No
Prosopeia personata,Prosopeia_personata,no,no,PSITTACIFORMES,NT,0.923192453576622,0,0,No
Pseudibis davisoni,Pseudibis_davisoni,no,no,PELECANIFORMES,CR,0.991085579630683,0,0,No
Prosopeia splendens,Prosopeia_splendens,no,no,PSITTACIFORMES,VU,0.9198679522956,0,0,No
Psephotellus dissimilis,Psephotellus_dissimilis,no,no,PSITTACIFORMES,LC,0.708389447562056,0,0,No
Mino dumontii,Mino_dumontii,no,no,PASSERIFORMES,LC,0.885041538552903,1,12,Yes
Mino kreffti,Mino_kreffti,no,no,PASSERIFORMES,LC,0.955144576729068,0,0,No
Psephotellus varius,Psephotellus_varius,no,no,PSITTACIFORMES,LC,0.533924218102547,0,0,No
Psephotus haematonotus,Psephotus_haematonotus,no,no,PSITTACIFORMES,LC,0.984087660223444,1,965,Yes
Pseudastur albicollis,Pseudastur_albicollis,no,no,ACCIPITRIFORMES,LC,0.826728840916583,0.957805907172996,237,Yes
Psilopogon cyanotis,Psilopogon_cyanotis,no,no,PICIFORMES,LC,0.787745911920924,0,0,No
Psilopogon duvaucelii,Psilopogon_duvaucelii,no,no,PICIFORMES,LC,0.923504529172905,0.978723404255319,47,Yes
Psilopogon eximius,Psilopogon_eximius,no,no,PICIFORMES,LC,0.993988229554675,0,0,No
Psilopogon lagrandieri,Psilopogon_lagrandieri,no,no,PICIFORMES,LC,0.723676790431604,0,0,No
Pseudastur occidentalis,Pseudastur_occidentalis,no,no,ACCIPITRIFORMES,EN,0.871209453585807,1,11,Yes
Pseudobulweria becki,Pseudobulweria_becki,yes,no,PROCELLARIIFORMES,CR,0.881313701926704,0,0,No
Pseudobulweria macgillivrayi,Pseudobulweria_macgillivrayi,yes,no,PROCELLARIIFORMES,CR,0.859510916556523,0,0,No
Mionectes galbinus,Mionectes_galbinus,no,no,PASSERIFORMES,LC,0.460270804507038,0,0,No
Mionectes macconnelli,Mionectes_macconnelli,no,no,PASSERIFORMES,LC,0.782985140009684,0,0,No
Psilopogon lineatus,Psilopogon_lineatus,no,no,PICIFORMES,LC,0.687753230398761,0.966887417218543,302,Yes
Psilopogon malabaricus,Psilopogon_malabaricus,no,no,PICIFORMES,LC,0.937162079044655,0.98989898989899,198,Yes
Psilopogon monticola,Psilopogon_monticola,no,no,PICIFORMES,LC,0.601751604723867,0,0,No
Psilopogon mystacophanos,Psilopogon_mystacophanos,no,no,PICIFORMES,NT,0.914595290711341,1,41,Yes
Psilopogon auricularis,Psilopogon_auricularis,no,no,PICIFORMES,LC,0.444282648872483,0,0,No
Pseudobulweria rostrata,Pseudobulweria_rostrata,yes,no,PROCELLARIIFORMES,NT,0.871600085862479,0,0,No
Pseudibis papillosa,Pseudibis_papillosa,yes,no,PELECANIFORMES,LC,0.760925564747364,0.96843853820598,602,Yes
Psittacula calthrapae,Psittacula_calthrapae,no,no,PSITTACIFORMES,LC,0.940721553197691,1,21,Yes
Pseudobulweria aterrima,Pseudobulweria_aterrima,yes,no,PROCELLARIIFORMES,CR,0.0499412159546372,0,0,No
Pseudoscops grammicus,Pseudoscops_grammicus,no,no,STRIGIFORMES,LC,0.874754849972743,1,10,Yes
Psilopogon annamensis,Psilopogon_annamensis,no,no,PICIFORMES,LC,0.82792461743349,0,0,No
Psilopogon armillaris,Psilopogon_armillaris,no,no,PICIFORMES,LC,0.937324230045966,1,11,Yes
Psilopogon asiaticus,Psilopogon_asiaticus,no,no,PICIFORMES,LC,0.742763305995724,0.985232067510548,474,Yes
Psilopogon incognitus,Psilopogon_incognitus,no,no,PICIFORMES,LC,0.579448416345961,0,0,No
Psilopogon javensis,Psilopogon_javensis,no,no,PICIFORMES,NT,0.808895445424075,0,0,No
Psilopogon flavifrons,Psilopogon_flavifrons,no,no,PICIFORMES,LC,0.992016580713861,1,47,Yes
Psilopogon franklinii,Psilopogon_franklinii,no,no,PICIFORMES,LC,0.869575439601348,1,41,Yes
Psilopogon haemacephalus,Psilopogon_haemacephalus,no,no,PICIFORMES,LC,0.507469206200142,0.936003303055326,2422,Yes
Psilopogon henricii,Psilopogon_henricii,no,no,PICIFORMES,NT,0.690996922804392,0,0,No
Psilopogon nuchalis,Psilopogon_nuchalis,no,no,PICIFORMES,LC,0.888733846878634,0.875,384,Yes
Psilopogon oorti,Psilopogon_oorti,no,no,PICIFORMES,LC,0.950953891773214,1,16,Yes
Psilopogon pulcherrimus,Psilopogon_pulcherrimus,no,no,PICIFORMES,LC,0.989345006098036,0,0,No
Psilopogon pyrolophus,Psilopogon_pyrolophus,no,no,PICIFORMES,LC,0.264494155473799,0.923076923076923,13,Yes
Psilopogon rafflesii,Psilopogon_rafflesii,no,no,PICIFORMES,NT,0.916308846615833,0,0,No
Psilopogon rubricapillus,Psilopogon_rubricapillus,no,no,PICIFORMES,LC,0.988502396740024,1,53,Yes
Psilopogon virens,Psilopogon_virens,no,no,PICIFORMES,LC,0.706401654570319,0.997159090909091,352,Yes
Psilopsiagon aymara,Psilopsiagon_aymara,no,no,PSITTACIFORMES,LC,0.493275438714783,0.911111111111111,45,Yes
Psilopogon viridis,Psilopogon_viridis,no,no,PICIFORMES,LC,0.494079516529797,0.992087644552648,1643,Yes
Psilopogon zeylanicus,Psilopogon_zeylanicus,no,no,PICIFORMES,LC,0.291870251585813,0.962540716612378,614,Yes
Psilopsiagon aurifrons,Psilopsiagon_aurifrons,no,no,PSITTACIFORMES,LC,0.417612169515497,0.702702702702703,37,Yes
Psittacara chloropterus,Psittacara_chloropterus,no,no,PSITTACIFORMES,VU,0.780724243933989,0,0,No
Psittacara finschi,Psittacara_finschi,no,no,PSITTACIFORMES,LC,0.979050905451669,1,567,Yes
Pternistis griseostriatus,Pternistis_griseostriatus,no,no,GALLIFORMES,LC,0.471118091057342,0,0,No
Psittacara frontatus,Psittacara_frontatus,no,no,PSITTACIFORMES,NT,0.38933727435888,0,0,No
Psittacara leucophthalmus,Psittacara_leucophthalmus,no,no,PSITTACIFORMES,LC,0.747655039061873,0.930232558139535,903,Yes
Streptoprocne phelpsi,Streptoprocne_phelpsi,no,no,CAPRIMULGIFORMES,LC,0.530652507591961,0,0,No
Psittacara rubritorquis,Psittacara_rubritorquis,no,no,PSITTACIFORMES,LC,0.394831021466678,0,0,No
Psittacara wagleri,Psittacara_wagleri,no,no,PSITTACIFORMES,NT,0.531332771645107,0.700636942675159,157,Yes
Psittacella picta,Psittacella_picta,no,no,PSITTACIFORMES,LC,0.278851552016698,0,0,No
Psittacula alexandri,Psittacula_alexandri,no,no,PSITTACIFORMES,NT,0.917077032348813,0.974137931034483,116,Yes
Psittacella brehmii,Psittacella_brehmii,no,no,PSITTACIFORMES,LC,0.939510038775885,0,0,No
Psittacella lorentzi,Psittacella_lorentzi,no,no,PSITTACIFORMES,LC,0.617970804182541,0,0,No
Psittacella madaraszi,Psittacella_madaraszi,no,no,PSITTACIFORMES,LC,0.527414445755632,0,0,No
Psittacella modesta,Psittacella_modesta,no,no,PSITTACIFORMES,LC,0.587555347138555,0,0,No
Psittacula caniceps,Psittacula_caniceps,no,no,PSITTACIFORMES,NT,0.920206380756683,0,0,No
Psittacula eupatria,Psittacula_eupatria,no,no,PSITTACIFORMES,NT,0.45902494400929,0.681818181818182,484,Yes
Pteroglossus sturmii,Pteroglossus_sturmii,no,no,PICIFORMES,NT,0.856779936861468,0,0,No
Pteroglossus torquatus,Pteroglossus_torquatus,no,no,PICIFORMES,LC,0.829862989005013,0.989100817438692,734,Yes
Psittacula columboides,Psittacula_columboides,no,no,PSITTACIFORMES,LC,0.94039527612901,1,299,Yes
Psittacula cyanocephala,Psittacula_cyanocephala,no,no,PSITTACIFORMES,LC,0.896814289689081,0.980371900826446,968,Yes
Psittacula derbiana,Psittacula_derbiana,no,no,PSITTACIFORMES,NT,0.418409695319163,0,0,No
Grallaria alticola,Grallaria_alticola,no,no,PASSERIFORMES,LC,0.645542581336352,0,0,No
Psittacula finschii,Psittacula_finschii,no,no,PSITTACIFORMES,NT,0.876482420201579,1,11,Yes
Psittaculirostris cervicalis,Psittaculirostris_cervicalis,no,no,PSITTACIFORMES,LC,0.873676048976307,0,0,No
Psittaculirostris desmarestii,Psittaculirostris_desmarestii,no,no,PSITTACIFORMES,LC,0.891613431493368,0,0,No
Psittaculirostris edwardsii,Psittaculirostris_edwardsii,no,no,PSITTACIFORMES,LC,0.889896571885022,0,0,No
Psittacula himalayana,Psittacula_himalayana,no,no,PSITTACIFORMES,LC,0.893640065939442,0.991869918699187,123,Yes
Psittacula longicauda,Psittacula_longicauda,no,no,PSITTACIFORMES,VU,0.873866152453983,0.927536231884058,69,Yes
Psittacula roseata,Psittacula_roseata,no,no,PSITTACIFORMES,NT,0.931284678175986,1,30,Yes
Psittaculirostris godmani,Psittaculirostris_godmani,no,no,PSITTACIFORMES,LC,0.910229824623608,0,0,No
Psittinus abbotti,Psittinus_abbotti,no,no,PSITTACIFORMES,NT,0.982927638591724,0,0,No
Psittinus cyanurus,Psittinus_cyanurus,no,no,PSITTACIFORMES,NT,0.811746124738897,1,13,Yes
Psittrichas fulgidus,Psittrichas_fulgidus,no,no,PSITTACIFORMES,VU,0.669069058053416,0,0,No
Psophia dextralis,Psophia_dextralis,no,no,GRUIFORMES,EN,0.802217283070722,0,0,No
Pternistis hartlaubi,Pternistis_hartlaubi,no,no,GALLIFORMES,LC,0.466775636743028,0,0,No
Pteroglossus viridis,Pteroglossus_viridis,no,no,PICIFORMES,LC,0.855932913111492,1,19,Yes
Pteronetta hartlaubii,Pteronetta_hartlaubii,no,no,ANSERIFORMES,LC,0.903895587501563,0,0,No
Psophia leucoptera,Psophia_leucoptera,no,no,GRUIFORMES,NT,0.833310504856783,1,14,Yes
Psophia obscura,Psophia_obscura,no,no,GRUIFORMES,CR,0.700796529184481,0,0,No
Psophia ochroptera,Psophia_ochroptera,no,no,GRUIFORMES,LC,0.946960848224277,0,0,No
Pternistis harwoodi,Pternistis_harwoodi,no,no,GALLIFORMES,NT,0.822297485962269,0,0,No
Psophia viridis,Psophia_viridis,no,no,GRUIFORMES,VU,0.438028457354627,0,0,No
Pternistis jacksoni,Pternistis_jacksoni,no,no,GALLIFORMES,LC,0.432842448713828,0,0,No
Pternistis leucoscepus,Pternistis_leucoscepus,no,no,GALLIFORMES,LC,0.808679049928003,1,20,Yes
Pternistis natalensis,Pternistis_natalensis,no,no,GALLIFORMES,LC,0.986087931525911,0.976470588235294,85,Yes
Streptoprocne rutila,Streptoprocne_rutila,no,no,CAPRIMULGIFORMES,LC,0.761058174849019,0.939393939393939,264,Yes
Pternistis adspersus,Pternistis_adspersus,no,no,GALLIFORMES,LC,0.874399649204875,0.968253968253968,63,Yes
Pternistis ahantensis,Pternistis_ahantensis,no,no,GALLIFORMES,LC,0.896952068546254,0,0,No
Pternistis icterorhynchus,Pternistis_icterorhynchus,no,no,GALLIFORMES,LC,0.351394321508894,0,0,No
Pterodroma externa,Pterodroma_externa,yes,no,PROCELLARIIFORMES,VU,0.10752540680667,0,0,No
Pyrrhura rupicola,Pyrrhura_rupicola,no,no,PSITTACIFORMES,NT,0.829966838919738,1,11,Yes
Pternistis nobilis,Pternistis_nobilis,no,no,GALLIFORMES,LC,0.524208574851475,0,0,No
Pternistis ochropectus,Pternistis_ochropectus,no,no,GALLIFORMES,CR,0.00160124559830351,0,0,No
Pternistis rufopictus,Pternistis_rufopictus,no,no,GALLIFORMES,LC,0.318475214736965,0,0,No
Pternistis squamatus,Pternistis_squamatus,no,no,GALLIFORMES,LC,0.578620091993411,0,0,No
Pternistis swainsonii,Pternistis_swainsonii,no,no,GALLIFORMES,LC,0.955789010229519,1,78,Yes
Pternistis swierstrai,Pternistis_swierstrai,no,no,GALLIFORMES,EN,0.0624920676608013,0,0,No
Pterocles bicinctus,Pterocles_bicinctus,no,no,PTEROCLIFORMES,LC,0.917115847704648,0.944444444444444,18,Yes
Pterocles burchelli,Pterocles_burchelli,no,no,PTEROCLIFORMES,LC,0.995141218009441,1,13,Yes
Pterocles coronatus,Pterocles_coronatus,no,no,PTEROCLIFORMES,LC,0.951681498747128,1,13,Yes
Pterocles decoratus,Pterocles_decoratus,no,no,PTEROCLIFORMES,LC,0.903759583824091,0,0,No
Pterocles gutturalis,Pterocles_gutturalis,no,no,PTEROCLIFORMES,LC,0.878238743213982,0,0,No
Pterocles indicus,Pterocles_indicus,no,no,PTEROCLIFORMES,LC,0.245926963262662,0.444444444444444,27,Yes
Pterocles lichtensteinii,Pterocles_lichtensteinii,no,no,PTEROCLIFORMES,LC,0.897305702669186,0.923076923076923,13,Yes
Pterocles namaqua,Pterocles_namaqua,no,no,PTEROCLIFORMES,LC,0.724320378948635,0.971428571428571,35,Yes
Pterocles personatus,Pterocles_personatus,no,no,PTEROCLIFORMES,LC,0.339990311219487,0,0,No
Pterocles quadricinctus,Pterocles_quadricinctus,yes,no,PTEROCLIFORMES,LC,0.96926358320678,0,0,No
Pterocles senegallus,Pterocles_senegallus,yes,no,PTEROCLIFORMES,LC,0.829489208355161,1,26,Yes
Pterodroma alba,Pterodroma_alba,yes,no,PROCELLARIIFORMES,EN,0.858737864108576,0,0,No
Pterodroma caribbaea,Pterodroma_caribbaea,no,no,PROCELLARIIFORMES,CR (PE),1,0,0,No
Pterodroma cervicalis,Pterodroma_cervicalis,yes,no,PROCELLARIIFORMES,VU,0.0712826880551081,0,0,No
Pterodroma hasitata,Pterodroma_hasitata,yes,no,PROCELLARIIFORMES,EN,0.0234095538232584,0,0,No
Pterodroma heraldica,Pterodroma_heraldica,yes,no,PROCELLARIIFORMES,LC,0.00253772967228008,0,0,No
Steganopus tricolor,Steganopus_tricolor,yes,no,CHARADRIIFORMES,LC,0.456065154090214,0,0,No
Pterodroma lessonii,Pterodroma_lessonii,yes,no,PROCELLARIIFORMES,LC,0.201259535506728,0,0,No
Pterodroma longirostris,Pterodroma_longirostris,yes,no,PROCELLARIIFORMES,VU,0.00176242974387992,0,0,No
Pteroglossus aracari,Pteroglossus_aracari,no,no,PICIFORMES,LC,0.778932795579405,0.962264150943396,53,Yes
Pteroglossus azara,Pteroglossus_azara,no,no,PICIFORMES,LC,0.948408620279471,1,37,Yes
Mionectes oleagineus,Mionectes_oleagineus,no,no,PASSERIFORMES,LC,0.806001468370239,0.967845659163987,311,Yes
Pteroglossus bailloni,Pteroglossus_bailloni,no,no,PICIFORMES,NT,0.528970363635488,0.95,20,Yes
Pteroglossus beauharnaisii,Pteroglossus_beauharnaisii,no,no,PICIFORMES,LC,0.912344198500032,0,0,No
Pteroglossus bitorquatus,Pteroglossus_bitorquatus,no,no,PICIFORMES,EN,0.837813224716456,0,0,No
